stcode,stsmrycn,crhomeyn,crtypenm,craddr,lo,flag,crcapat,crrepre,health_tchert,craddcnt,helthtchercnt,frstcnfmdt,ewopercnt,tchertcnt,crcargb,crname,tel_no,emyn1,arcode_nm,emyn2,crspecnm,stfavcnt,nrtrroom_cnt,class_sum_num,etnrtryn,crcargbnm,pttmyn1,crchcnt,rnum,pttmyn2,crrepname,crgb,childcare_cnt,crhome,nursecnt,kinder_cnt,ewexclcrcnt,ewcnt,etnrtrynnm,plgrdco_cnt,totcnt,la,datechcareinsttyn,special_tchert
41590000235,경기도 화성시 병점구,N,민간,경기도 화성시 병점구  병점동로 145 (진안동),127.037241,,111,기쁨어린이집,0,0,0,20001207,1,10,Y,기쁨어린이집,031-234-5123,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,7,6,N,운행,미 운영,27,27203,미 운영,김진석,01,0,,0,0,0,6,미 운영,1,0,37.21612965,N,0
41590001082,경기도 화성시 만세구,N,직장,경기도 화성시 만세구  우정읍 기아자동차로 559 2층,126.79562322352281,,40,기아화성어린이집,0,0,0,20170525,0,6,N,기아화성어린이집,031-351-8745,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,4,3,N,미 운행,미 운영,7,4789,미 운영,(주)기아자동차(화성)의 사업주,01,0,,0,0,0,0,미 운영,0,0,37.06471543151283,N,0
41590000015,경기도 화성시 효행구,N,가정,"경기도 화성시 효행구  효행로265번길 17 101동 102호(기안동, 우림그린빌리지)",126.974421,,16,기안우림어린이집,0,0,0,20010727,1,6,Y,기안우림어린이집,031-221-2036,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,3,4,Y,운행,미 운영,8,2519,미 운영,김정숙,01,0,,0,0,0,3,운영,1,0,37.22594505,N,0
41590001477,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄신리천로5길 111 3821동 104호(신동, 동탄 파크릭스)",127.14142044612159,,20,꼬마랑어린이집,0,0,0,20250828,1,7,N,꼬마랑어린이집,031-8043-1052,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,4,4,Y,미 운행,미 운영,15,15627,미 운영,손미화,01,0,,0,0,0,7,운영,0,0,37.18959530777337,N,0
41590000406,경기도 화성시 효행구,N,가정,"경기도 화성시 효행구  봉담읍 와우로34번길 63 101동 101호(와우리, 신명아파트)",126.9731592,,20,꼬마별어린이집,0,0,0,20071017,1,7,N,꼬마별어린이집,031-226-6253,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,3,5,Y,미 운행,미 운영,14,10506,미 운영,이은화,01,0,,0,0,0,4,운영,0,0,37.21287916,N,0
41590000109,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  봉담읍 샘마을길 26 관리동,126.9397409,,39,꼬마아띠어린이집,0,0,0,19980402,1,11,Y,꼬마아띠어린이집,031-227-6339,예약불가능,경기도 화성시 효행구청,예약불가능,야간연장형,0,4,7,Y,운행,미 운영,28,2646,미 운영,박계현,01,0,,0,0,0,0,운영,0,0,37.15421124,N,0
41590000319,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄중앙로 171 349동 105호(반송동, 시범다은마을우남퍼스트빌3단지아파트)",127.06686,,18,꼬마요정어린이집,0,0,0,20070330,1,6,N,꼬마요정어린이집,031-8050-5111,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,13,10425,미 운영,황수희,01,0,,0,0,0,8,운영,0,0,37.20083,N,0
41590000612,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  비봉면 비봉로 136-3 ,126.8661258,,110,꽃내음어린이집,0,0,0,20081212,1,16,Y,꽃내음어린이집,031-366-7959,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,9,10,Y,운행,미 운영,73,9250,미 운영,김화록,01,0,,0,0,0,13,운영,1,0,37.23578598,N,0
41590001470,경기도 화성시 효행구,N,가정,경기도 화성시 효행구  봉담읍 동화서북안길 70 104동 103호(봉담자이라젠느),126.96582008516154,,20,꿀벌어린이집,0,0,0,20250707,1,9,N,꿀벌어린이집,031-267-0101,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,3,7,Y,미 운행,미 운영,20,15664,미 운영,차은하,01,0,,0,0,0,26,운영,0,0,37.22308574728278,N,0
41590000042,경기도 화성시 병점구,N,가정,"경기도 화성시 병점구  병점1로 65 120동 103호(병점동, 늘벗마을신창1차아파트)",127.03855223418065,,20,꿈꾸는아이들어린이집,0,0,0,20040723,1,7,N,꿈꾸는아이들어린이집,031-304-3475,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,5,Y,미 운행,미 운영,13,19367,미 운영,최진희,01,0,,0,0,0,3,운영,2,0,37.20421011471361,N,0
41590001152,경기도 화성시 동탄구,N,민간,"경기도 화성시 동탄구  동탄기흥로 393-15 (오산동, 동탄역 반도유보라 아이비파크 5.0)",127.09185492566458,,40,꿈나래어린이집,0,0,0,20180704,1,11,N,꿈나래어린이집,031-373-2589,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,5,7,Y,미 운행,미 운영,33,13626,미 운영,박주영,01,0,,0,0,0,32,운영,0,0,37.194858945902474,N,0
41590001337,경기도 화성시 병점구,N,가정,경기도 화성시 병점구  병점노을로 31 109동 101호,127.02712820410724,,20,꿈노리어린이집,0,0,0,20210527,1,9,N,꿈노리어린이집,031-305-0677,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,3,7,Y,미 운행,미 운영,20,22158,미 운영,이복임,01,0,,0,0,0,20,운영,0,0,37.204329967814715,N,0
41590000238,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  삼천병마로 1321-10 관리동,126.9498616,,27,꿈누리어린이집,0,0,0,20030314,1,10,Y,꿈누리어린이집,031-298-7770,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,3,9,Y,운행,미 운영,26,24554,미 운영,정현순,01,0,,0,0,0,19,운영,0,0,37.22293647,N,0
41590001235,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄순환대로19길 21 2008동 105호(목동, 동원로얄듀크2차)",127.12249003095155,,20,꿈누리터어린이집,0,0,0,20190603,1,9,N,꿈누리터어린이집,031-8058-2008,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,4,7,Y,미 운행,미 운영,19,31832,미 운영,윤남미,01,0,,0,0,0,11,운영,0,0,37.188994664766454,N,0
41590001079,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄순환대로22길 46 1254동 102호(청계동, 청계숲 사랑으로 부영)",127.1198086556,,20,꿈동이어린이집,0,0,0,20170510,1,8,N,꿈동이어린이집,031-377-7953,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,5,7,Y,미 운행,미 운영,20,24116,미 운영,우미정,01,0,,0,0,0,16,운영,0,0,37.1998163409,N,0
41590000333,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄시범한빛길 10 234동 101호 (반송동, 한화꿈에그린아파트)",127.06696,,20,꿈에그린어린이집,0,0,0,20070508,1,8,N,꿈에그린어린이집,031-613-6740,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,18,10088,미 운영,우현경,01,0,,0,0,0,22,운영,0,0,37.207756,N,0
41590000574,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄반석로 231 155-102(석우동, 예당마을 롯데캐슬)",127.07447810347468,,20,꿈의숲어린이집,0,0,0,20080930,1,8,N,꿈의숲어린이집,070-7819-1238,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,15,10369,미 운영,최은아,01,0,,0,0,0,9,운영,0,0,37.21165998117628,N,0
41590000683,경기도 화성시 만세구,N,가정,"경기도 화성시 만세구  향남읍 발안서로 9 107동 102호(발안리, 발안마을주공아파트)",126.90158895630202,,18,나란히어린이집,0,0,0,20091201,1,3,N,나란히어린이집,031-353-7043,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,3,3,Y,미 운행,미 운영,6,2458,미 운영,최현미,01,0,,0,0,0,0,운영,0,0,37.12997530315777,N,0
41590001273,경기도 화성시 효행구,N,가정,경기도 화성시 효행구  봉담읍 상리1길 127 107동 105호,126.94059344503366,,16,나래키즈어린이집,0,0,0,20191220,1,4,N,나래키즈어린이집,031-203-8070,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,3,3,Y,미 운행,미 운영,15,32811,미 운영,남궁숙,01,0,,0,0,0,18,운영,1,0,37.22866678281947,N,0
41590001400,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  남양읍 남양로862번길 16 ,126.83327591563858,,39,남양6단지어린이집,0,0,0,20230216,1,6,N,남양6단지어린이집,031-356-7492,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,4,6,Y,미 운행,미 운영,14,6466,미 운영,정순기,01,0,,0,0,0,8,운영,0,0,37.21247161766532,N,0
41590001344,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  남양읍 시청로202번길 16-5 ,126.83099818579958,,163,남양아이원어린이집,0,0,0,20211013,1,23,Y,남양아이원어린이집,031-8058-2040,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,12,15,Y,운행,미 운영,126,6407,미 운영,임경숙,01,0,,0,0,0,35,운영,2,0,37.194431614595395,N,0
41590000083,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  남양읍 남양시장로45번길 12 ,126.8144826,,49,남양어린이집,0,0,0,19940723,1,8,Y,남양어린이집,031-356-6855,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,4,5,Y,운행,미 운영,27,10086,미 운영,장미영,01,0,,0,0,0,0,운영,0,0,37.2094897,N,0
41590000894,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  남양읍 화성로1155번길 11-10 ,126.8095823831759,,114,남양영재어린이집,0,0,0,20121231,1,14,Y,남양영재어린이집,031-355-9054,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,7,8,Y,운행,미 운영,56,20008,미 운영,오영숙,01,0,,1,0,0,9,운영,1,0,37.21119963276201,N,0
41590000847,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  남양로931번길 19 남양동 남양로 931번길 19,126.82996395754233,,222,남양웃는아이어린이집,0,0,0,20120131,1,22,Y,남양웃는아이어린이집,031-355-4266,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,12,14,Y,운행,미 운영,171,702,미 운영,안진희,01,0,,1,0,0,156,운영,2,0,37.21923709598575,N,0
41590000192,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  효행로 229-22 ,126.9735775,,120,네오숲어린이집,0,0,0,20030731,1,14,Y,네오숲어린이집,031-221-4633,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,9,9,Y,운행,미 운영,58,8226,미 운영,구진주,01,0,,0,0,0,14,운영,2,0,37.2267361,N,0
41590001219,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄대로9길 19 2630동 103호(송동, 동탄2신도시 하우스디 더 레이크)",127.10553054473567,,20,노리숲어린이집,0,0,0,20190320,1,7,N,노리숲어린이집,070-7543-2356,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,5,Y,미 운행,미 운영,14,22586,미 운영,안경미,01,0,,0,0,0,19,운영,0,0,37.174030956122316,N,0
41590001224,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄산척로 93-17 2510동 104호(산척동, 동탄 더샵 레이크에듀타운)",127.10691663838887,,20,노리어린이집,0,0,0,20190426,1,5,N,노리어린이집,031-8043-6923,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,4,4,N,미 운행,미 운영,15,13518,미 운영,배현옥,01,0,,0,0,0,11,미 운영,0,0,37.17480462124622,N,0
41590000347,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄중앙로 189 336동102호(반송동, 다은마을 월드메르디앙반도유보라)",127.06638659257895,,20,노리하우스어린이집,0,0,0,20070627,1,9,N,노리하우스어린이집,031-8050-9336,예약불가능,경기도 화성시 동탄구청,예약불가능,야간연장형,0,4,6,Y,미 운행,미 운영,18,19267,미 운영,김은숙,01,0,,0,0,0,19,운영,1,0,37.20217222307246,N,0
41590000922,경기도 화성시 동탄구,N,가정,"경기도 화성시 동탄구  동탄공원로 21-12 902동 104호 (능동,푸른마을 포스코더샵2차)",127.05884550325739,,20,누리마루어린이집,0,0,0,20130130,1,0,N,누리마루어린이집,070-8288-7888,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,4,0,Y,미 운행,미 운영,0,643,미 운영,조정원,01,0,,0,0,0,4,운영,0,0,37.202698818827564,N,0
41590000557,경기도 화성시 병점구,N,민간,경기도 화성시 병점구  영통로50번길 27 아파트 관리동1층 (반월동),127.06769870778203,,26,누리봄어린이집,0,0,0,20080808,1,9,N,누리봄어린이집,031-204-7758,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,4,8,Y,미 운행,미 운영,22,2410,미 운영,이서연,01,0,,0,0,0,25,운영,2,0,37.23663659726247,N,0
41590000203,경기도 화성시 병점구,N,가정,경기도 화성시 병점구  병점3로 72 느치미마을 주공아파트 관리동 1층 101호,127.0415993,,20,느치미관리동어린이집,0,0,0,20040621,1,5,N,느치미관리동어린이집,031-237-9009,예약불가능,경기도 화성시 병점구청,예약불가능,일반,0,4,3,Y,미 운행,미 운영,6,19574,미 운영,박정은,01,0,,0,0,0,6,운영,0,0,37.20898508,N,0
41590001057,경기도 화성시 동탄구,N,민간,경기도 화성시 동탄구  동탄면 동탄대로9길 19 관리동(LH26단지 아파트),127.10357148903804,,93,느티나무아래어린이집,0,0,0,20161223,1,19,N,느티나무아래어린이집,031-375-2788,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,7,15,Y,미 운행,미 운영,87,5152,미 운영,박순자,01,0,,0,0,0,93,운영,2,0,37.17419036932054,N,0
41590000980,경기도 화성시 동탄구,N,가정,경기도 화성시 동탄구  동탄순환대로28길 17 306동 102호(EG the 1아파트),127.11003952111157,,20,늘봄어린이집,0,0,0,20150410,1,7,N,늘봄어린이집,031-373-1012,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,3,6,Y,미 운행,미 운영,17,31356,미 운영,김성환,01,0,,0,0,0,14,운영,0,0,37.20845428078844,N,0
41590001019,경기도 화성시 동탄구,N,민간,"경기도 화성시 동탄구  동탄순환대로21길 54 관리동(청계동, 동탄2신도시 센트럴푸르지오)",127.17554888243946,,99,늘푸르지오어린이집,0,0,0,20160217,1,22,N,늘푸르지오어린이집,031-375-4900,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,7,17,Y,미 운행,미 운영,67,31043,미 운영,윤소미,01,0,,0,0,0,79,운영,2,0,37.17997596638891,N,0
41590000546,경기도 화성시 동탄구,N,민간,"경기도 화성시 동탄구  동탄원천로 315-34 관리동(능동, EGTHE1)",127.0558119770714,,69,늘푸른동산어린이집,0,0,0,20080806,1,12,Y,늘푸른동산어린이집,031-8003-7373,예약불가능,경기도 화성시 동탄구청,예약불가능,일반,0,6,7,Y,운행,미 운영,22,1036,미 운영,김은정,01,0,,0,0,0,8,운영,1,0,37.21339395525221,N,0
41590000115,경기도 화성시 효행구,N,가정,경기도 화성시 효행구  배양북길32번길 18-11 ,126.9952309,,18,늘푸른어린이집,0,0,0,19930105,1,5,Y,늘푸른어린이집,031-222-3997,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,4,3,Y,운행,미 운영,7,19289,미 운영,서혜진,01,0,,0,0,0,1,운영,0,0,37.22361389,N,0
41590000168,경기도 화성시 효행구,N,민간,경기도 화성시 효행구  효행로 229-11 광도와이드빌아파트 관리동 (기안동),126.9745477,,36,다나어린이집,0,0,0,20020924,1,11,Y,다나어린이집,031-222-7668,예약불가능,경기도 화성시 효행구청,예약불가능,일반,0,5,6,Y,운행,미 운영,28,19695,미 운영,최춘희,01,0,,0,0,0,1,운영,2,0,37.22699141,N,0
41590000780,경기도 화성시 만세구,N,민간,경기도 화성시 만세구  행정동로 86 한국아델리움 아파트 관리동 다림빅스맘어린이집,126.92759,,30,다림빅스맘어린이집,0,0,0,20100305,1,9,N,다림빅스맘어린이집,031-354-6850,예약불가능,경기도 화성시 만세구청,예약불가능,일반,0,3,7,Y,미 운행,미 운영,19,22690,미 운영,홍미연,01,0,,0,0,0,6,운영,2,0,37.13173,N,0
